run_id,wave_id,campaign_id,idea_id,hypothesis_id,surface_id,sweep_id,status,created_at_utc,primary_family,primary_skill,manifest_path,receipt_path,lineage_path,metrics_path,claim_boundary,result_judgment,required_gates,evidence_path,next_action,notes
onnxlab_wave01_eb_cell_008_event_barrier_surface_v0,wave_us100_closedbar_surface_cartography_v0,campaign_us100_event_barrier_decision_surface_v0,idea_us100_m5_event_barrier_decision_surface_v0,hyp_us100_event_barrier_decision_surface_v0,surface_us100_event_barrier_decision_surface_v0,sweep_us100_event_barrier_broad_v0,executed_proxy_observation_l4_required,2026-06-21T22:29:49.808335Z,model_training,spacesonar-model-validation,lab/runs/onnxlab_wave01_eb_cell_008_event_barrier_surface_v0/run_manifest.json,lab/runs/onnxlab_wave01_eb_cell_008_event_barrier_surface_v0/experiment_receipt.yaml,lab/runs/onnxlab_wave01_eb_cell_008_event_barrier_surface_v0/artifact_lineage.json,lab/runs/onnxlab_wave01_eb_cell_008_event_barrier_surface_v0/metrics.json,wave01_event_barrier_proxy_batch_l4_required_no_candidate_no_baseline_no_runtime_authority,preserved_clue,branch_worktree_fit|time_axis_check|feature_label_boundary_check|split_boundary_check|selection_bias_check|run_manifest|experiment_receipt|storage_contract_check|runtime_learning_probe_decision|proxy_runtime_parity_decision|final_claim_guard|L4_split_runtime_probe_for_valid_proxy_run,lab/runs/onnxlab_wave01_eb_cell_008_event_barrier_surface_v0/,work_wave01_event_barrier_l4_materialization_preflight_v0,executed_proxy_observation_l4_required
onnxlab_wave01_eb_cell_009_event_barrier_surface_v0,wave_us100_closedbar_surface_cartography_v0,campaign_us100_event_barrier_decision_surface_v0,idea_us100_m5_event_barrier_decision_surface_v0,hyp_us100_event_barrier_decision_surface_v0,surface_us100_event_barrier_decision_surface_v0,sweep_us100_event_barrier_broad_v0,executed_proxy_observation_l4_required,2026-06-21T22:29:55.884250Z,model_training,spacesonar-model-validation,lab/runs/onnxlab_wave01_eb_cell_009_event_barrier_surface_v0/run_manifest.json,lab/runs/onnxlab_wave01_eb_cell_009_event_barrier_surface_v0/experiment_receipt.yaml,lab/runs/onnxlab_wave01_eb_cell_009_event_barrier_surface_v0/artifact_lineage.json,lab/runs/onnxlab_wave01_eb_cell_009_event_barrier_surface_v0/metrics.json,wave01_event_barrier_proxy_batch_l4_required_no_candidate_no_baseline_no_runtime_authority,preserved_clue,branch_worktree_fit|time_axis_check|feature_label_boundary_check|split_boundary_check|selection_bias_check|run_manifest|experiment_receipt|storage_contract_check|runtime_learning_probe_decision|proxy_runtime_parity_decision|final_claim_guard|L4_split_runtime_probe_for_valid_proxy_run,lab/runs/onnxlab_wave01_eb_cell_009_event_barrier_surface_v0/,work_wave01_event_barrier_l4_materialization_preflight_v0,executed_proxy_observation_l4_required
onnxlab_wave01_eb_cell_010_event_barrier_surface_v0,wave_us100_closedbar_surface_cartography_v0,campaign_us100_event_barrier_decision_surface_v0,idea_us100_m5_event_barrier_decision_surface_v0,hyp_us100_event_barrier_decision_surface_v0,surface_us100_event_barrier_decision_surface_v0,sweep_us100_event_barrier_broad_v0,executed_proxy_observation_l4_required,2026-06-21T22:30:00.288625Z,model_training,spacesonar-model-validation,lab/runs/onnxlab_wave01_eb_cell_010_event_barrier_surface_v0/run_manifest.json,lab/runs/onnxlab_wave01_eb_cell_010_event_barrier_surface_v0/experiment_receipt.yaml,lab/runs/onnxlab_wave01_eb_cell_010_event_barrier_surface_v0/artifact_lineage.json,lab/runs/onnxlab_wave01_eb_cell_010_event_barrier_surface_v0/metrics.json,wave01_event_barrier_proxy_batch_l4_required_no_candidate_no_baseline_no_runtime_authority,inconclusive,branch_worktree_fit|time_axis_check|feature_label_boundary_check|split_boundary_check|selection_bias_check|run_manifest|experiment_receipt|storage_contract_check|runtime_learning_probe_decision|proxy_runtime_parity_decision|final_claim_guard|L4_split_runtime_probe_for_valid_proxy_run,lab/runs/onnxlab_wave01_eb_cell_010_event_barrier_surface_v0/,work_wave01_event_barrier_l4_materialization_preflight_v0,executed_proxy_observation_l4_required
onnxlab_wave01_eb_cell_011_event_barrier_surface_v0,wave_us100_closedbar_surface_cartography_v0,campaign_us100_event_barrier_decision_surface_v0,idea_us100_m5_event_barrier_decision_surface_v0,hyp_us100_event_barrier_decision_surface_v0,surface_us100_event_barrier_decision_surface_v0,sweep_us100_event_barrier_broad_v0,executed_proxy_observation_l4_required,2026-06-21T22:30:08.410668Z,model_training,spacesonar-model-validation,lab/runs/onnxlab_wave01_eb_cell_011_event_barrier_surface_v0/run_manifest.json,lab/runs/onnxlab_wave01_eb_cell_011_event_barrier_surface_v0/experiment_receipt.yaml,lab/runs/onnxlab_wave01_eb_cell_011_event_barrier_surface_v0/artifact_lineage.json,lab/runs/onnxlab_wave01_eb_cell_011_event_barrier_surface_v0/metrics.json,wave01_event_barrier_proxy_batch_l4_required_no_candidate_no_baseline_no_runtime_authority,preserved_clue,branch_worktree_fit|time_axis_check|feature_label_boundary_check|split_boundary_check|selection_bias_check|run_manifest|experiment_receipt|storage_contract_check|runtime_learning_probe_decision|proxy_runtime_parity_decision|final_claim_guard|L4_split_runtime_probe_for_valid_proxy_run,lab/runs/onnxlab_wave01_eb_cell_011_event_barrier_surface_v0/,work_wave01_event_barrier_l4_materialization_preflight_v0,executed_proxy_observation_l4_required
onnxlab_wave01_eb_cell_012_event_barrier_surface_v0,wave_us100_closedbar_surface_cartography_v0,campaign_us100_event_barrier_decision_surface_v0,idea_us100_m5_event_barrier_decision_surface_v0,hyp_us100_event_barrier_decision_surface_v0,surface_us100_event_barrier_decision_surface_v0,sweep_us100_event_barrier_broad_v0,executed_proxy_observation_l4_required,2026-06-21T22:30:12.220574Z,model_training,spacesonar-model-validation,lab/runs/onnxlab_wave01_eb_cell_012_event_barrier_surface_v0/run_manifest.json,lab/runs/onnxlab_wave01_eb_cell_012_event_barrier_surface_v0/experiment_receipt.yaml,lab/runs/onnxlab_wave01_eb_cell_012_event_barrier_surface_v0/artifact_lineage.json,lab/runs/onnxlab_wave01_eb_cell_012_event_barrier_surface_v0/metrics.json,wave01_event_barrier_proxy_batch_l4_required_no_candidate_no_baseline_no_runtime_authority,preserved_clue,branch_worktree_fit|time_axis_check|feature_label_boundary_check|split_boundary_check|selection_bias_check|run_manifest|experiment_receipt|storage_contract_check|runtime_learning_probe_decision|proxy_runtime_parity_decision|final_claim_guard|L4_split_runtime_probe_for_valid_proxy_run,lab/runs/onnxlab_wave01_eb_cell_012_event_barrier_surface_v0/,work_wave01_event_barrier_l4_materialization_preflight_v0,executed_proxy_observation_l4_required
onnxlab_wave01_st_cell_001_session_transition_surface_v0,wave_us100_closedbar_surface_cartography_v0,campaign_us100_session_transition_regime_surface_v0,idea_us100_m5_session_transition_regime_surface_v0,hyp_us100_session_transition_regime_surface_v0,surface_us100_session_transition_regime_surface_v0,sweep_us100_session_transition_broad_v0,executed_proxy_observation_l4_required,2026-06-22T03:11:46.870117Z,model_training,spacesonar-model-validation,lab/runs/onnxlab_wave01_st_cell_001_session_transition_surface_v0/run_manifest.json,lab/runs/onnxlab_wave01_st_cell_001_session_transition_surface_v0/experiment_receipt.yaml,lab/runs/onnxlab_wave01_st_cell_001_session_transition_surface_v0/artifact_lineage.json,lab/runs/onnxlab_wave01_st_cell_001_session_transition_surface_v0/metrics.json,wave01_session_transition_proxy_batch_l4_required_no_candidate_no_baseline_no_runtime_authority,inconclusive,branch_worktree_fit|time_axis_check|feature_label_boundary_check|split_boundary_check|selection_bias_check|run_manifest|experiment_receipt|storage_contract_check|runtime_learning_probe_decision|proxy_runtime_parity_decision|final_claim_guard|L4_split_runtime_probe_for_valid_proxy_run,lab/runs/onnxlab_wave01_st_cell_001_session_transition_surface_v0/,work_wave01_session_transition_l4_materialization_preflight_v0,executed_proxy_observation_l4_required
onnxlab_wave01_st_cell_002_session_transition_surface_v0,wave_us100_closedbar_surface_cartography_v0,campaign_us100_session_transition_regime_surface_v0,idea_us100_m5_session_transition_regime_surface_v0,hyp_us100_session_transition_regime_surface_v0,surface_us100_session_transition_regime_surface_v0,sweep_us100_session_transition_broad_v0,executed_proxy_observation_l4_required,2026-06-22T03:11:54.201791Z,model_training,spacesonar-model-validation,lab/runs/onnxlab_wave01_st_cell_002_session_transition_surface_v0/run_manifest.json,lab/runs/onnxlab_wave01_st_cell_002_session_transition_surface_v0/experiment_receipt.yaml,lab/runs/onnxlab_wave01_st_cell_002_session_transition_surface_v0/artifact_lineage.json,lab/runs/onnxlab_wave01_st_cell_002_session_transition_surface_v0/metrics.json,wave01_session_transition_proxy_batch_l4_required_no_candidate_no_baseline_no_runtime_authority,preserved_clue,branch_worktree_fit|time_axis_check|feature_label_boundary_check|split_boundary_check|selection_bias_check|run_manifest|experiment_receipt|storage_contract_check|runtime_learning_probe_decision|proxy_runtime_parity_decision|final_claim_guard|L4_split_runtime_probe_for_valid_proxy_run,lab/runs/onnxlab_wave01_st_cell_002_session_transition_surface_v0/,work_wave01_session_transition_l4_materialization_preflight_v0,executed_proxy_observation_l4_required
onnxlab_wave01_st_cell_003_session_transition_surface_v0,wave_us100_closedbar_surface_cartography_v0,campaign_us100_session_transition_regime_surface_v0,idea_us100_m5_session_transition_regime_surface_v0,hyp_us100_session_transition_regime_surface_v0,surface_us100_session_transition_regime_surface_v0,sweep_us100_session_transition_broad_v0,executed_proxy_observation_l4_required,2026-06-22T03:11:59.418218Z,model_training,spacesonar-model-validation,lab/runs/onnxlab_wave01_st_cell_003_session_transition_surface_v0/run_manifest.json,lab/runs/onnxlab_wave01_st_cell_003_session_transition_surface_v0/experiment_receipt.yaml,lab/runs/onnxlab_wave01_st_cell_003_session_transition_surface_v0/artifact_lineage.json,lab/runs/onnxlab_wave01_st_cell_003_session_transition_surface_v0/metrics.json,wave01_session_transition_proxy_batch_l4_required_no_candidate_no_baseline_no_runtime_authority,preserved_clue,branch_worktree_fit|time_axis_check|feature_label_boundary_check|split_boundary_check|selection_bias_check|run_manifest|experiment_receipt|storage_contract_check|runtime_learning_probe_decision|proxy_runtime_parity_decision|final_claim_guard|L4_split_runtime_probe_for_valid_proxy_run,lab/runs/onnxlab_wave01_st_cell_003_session_transition_surface_v0/,work_wave01_session_transition_l4_materialization_preflight_v0,executed_proxy_observation_l4_required
onnxlab_wave01_st_cell_004_session_transition_surface_v0,wave_us100_closedbar_surface_cartography_v0,campaign_us100_session_transition_regime_surface_v0,idea_us100_m5_session_transition_regime_surface_v0,hyp_us100_session_transition_regime_surface_v0,surface_us100_session_transition_regime_surface_v0,sweep_us100_session_transition_broad_v0,executed_proxy_observation_l4_required,2026-06-22T03:12:03.283514Z,model_training,spacesonar-model-validation,lab/runs/onnxlab_wave01_st_cell_004_session_transition_surface_v0/run_manifest.json,lab/runs/onnxlab_wave01_st_cell_004_session_transition_surface_v0/experiment_receipt.yaml,lab/runs/onnxlab_wave01_st_cell_004_session_transition_surface_v0/artifact_lineage.json,lab/runs/onnxlab_wave01_st_cell_004_session_transition_surface_v0/metrics.json,wave01_session_transition_proxy_batch_l4_required_no_candidate_no_baseline_no_runtime_authority,negative,branch_worktree_fit|time_axis_check|feature_label_boundary_check|split_boundary_check|selection_bias_check|run_manifest|experiment_receipt|storage_contract_check|runtime_learning_probe_decision|proxy_runtime_parity_decision|final_claim_guard|L4_split_runtime_probe_for_valid_proxy_run,lab/runs/onnxlab_wave01_st_cell_004_session_transition_surface_v0/,work_wave01_session_transition_l4_materialization_preflight_v0,executed_proxy_observation_l4_required
onnxlab_wave01_st_cell_005_session_transition_surface_v0,wave_us100_closedbar_surface_cartography_v0,campaign_us100_session_transition_regime_surface_v0,idea_us100_m5_session_transition_regime_surface_v0,hyp_us100_session_transition_regime_surface_v0,surface_us100_session_transition_regime_surface_v0,sweep_us100_session_transition_broad_v0,executed_proxy_observation_l4_required,2026-06-22T03:12:08.088442Z,model_training,spacesonar-model-validation,lab/runs/onnxlab_wave01_st_cell_005_session_transition_surface_v0/run_manifest.json,lab/runs/onnxlab_wave01_st_cell_005_session_transition_surface_v0/experiment_receipt.yaml,lab/runs/onnxlab_wave01_st_cell_005_session_transition_surface_v0/artifact_lineage.json,lab/runs/onnxlab_wave01_st_cell_005_session_transition_surface_v0/metrics.json,wave01_session_transition_proxy_batch_l4_required_no_candidate_no_baseline_no_runtime_authority,inconclusive,branch_worktree_fit|time_axis_check|feature_label_boundary_check|split_boundary_check|selection_bias_check|run_manifest|experiment_receipt|storage_contract_check|runtime_learning_probe_decision|proxy_runtime_parity_decision|final_claim_guard|L4_split_runtime_probe_for_valid_proxy_run,lab/runs/onnxlab_wave01_st_cell_005_session_transition_surface_v0/,work_wave01_session_transition_l4_materialization_preflight_v0,executed_proxy_observation_l4_required
onnxlab_wave01_st_cell_006_session_transition_surface_v0,wave_us100_closedbar_surface_cartography_v0,campaign_us100_session_transition_regime_surface_v0,idea_us100_m5_session_transition_regime_surface_v0,hyp_us100_session_transition_regime_surface_v0,surface_us100_session_transition_regime_surface_v0,sweep_us100_session_transition_broad_v0,executed_proxy_observation_l4_required,2026-06-22T03:12:14.927863Z,model_training,spacesonar-model-validation,lab/runs/onnxlab_wave01_st_cell_006_session_transition_surface_v0/run_manifest.json,lab/runs/onnxlab_wave01_st_cell_006_session_transition_surface_v0/experiment_receipt.yaml,lab/runs/onnxlab_wave01_st_cell_006_session_transition_surface_v0/artifact_lineage.json,lab/runs/onnxlab_wave01_st_cell_006_session_transition_surface_v0/metrics.json,wave01_session_transition_proxy_batch_l4_required_no_candidate_no_baseline_no_runtime_authority,preserved_clue,branch_worktree_fit|time_axis_check|feature_label_boundary_check|split_boundary_check|selection_bias_check|run_manifest|experiment_receipt|storage_contract_check|runtime_learning_probe_decision|proxy_runtime_parity_decision|final_claim_guard|L4_split_runtime_probe_for_valid_proxy_run,lab/runs/onnxlab_wave01_st_cell_006_session_transition_surface_v0/,work_wave01_session_transition_l4_materialization_preflight_v0,executed_proxy_observation_l4_required
onnxlab_wave01_st_cell_007_session_transition_surface_v0,wave_us100_closedbar_surface_cartography_v0,campaign_us100_session_transition_regime_surface_v0,idea_us100_m5_session_transition_regime_surface_v0,hyp_us100_session_transition_regime_surface_v0,surface_us100_session_transition_regime_surface_v0,sweep_us100_session_transition_broad_v0,executed_proxy_observation_l4_required,2026-06-22T03:12:20.835594Z,model_training,spacesonar-model-validation,lab/runs/onnxlab_wave01_st_cell_007_session_transition_surface_v0/run_manifest.json,lab/runs/onnxlab_wave01_st_cell_007_session_transition_surface_v0/experiment_receipt.yaml,lab/runs/onnxlab_wave01_st_cell_007_session_transition_surface_v0/artifact_lineage.json,lab/runs/onnxlab_wave01_st_cell_007_session_transition_surface_v0/metrics.json,wave01_session_transition_proxy_batch_l4_required_no_candidate_no_baseline_no_runtime_authority,inconclusive,branch_worktree_fit|time_axis_check|feature_label_boundary_check|split_boundary_check|selection_bias_check|run_manifest|experiment_receipt|storage_contract_check|runtime_learning_probe_decision|proxy_runtime_parity_decision|final_claim_guard|L4_split_runtime_probe_for_valid_proxy_run,lab/runs/onnxlab_wave01_st_cell_007_session_transition_surface_v0/,work_wave01_session_transition_l4_materialization_preflight_v0,executed_proxy_observation_l4_required
